ticker,name,companyCode,companyName,custodianCode,custodianName,indexTicker,indexName,indexStartDate,managerNames,establishDate,assetal,assetalName,manage,manageName,organizationform,organizationformName,investarea,investareaName,exchangemarket,exchangemarketName,assetalNet,nav,navUnit,navChange,navChange1w,navChange1m,navChange3m,navChange6m,navChange9m,navChangeYtd,navChange1y,navAnnualReturns2y,navAnnualReturns3y,navAnnualReturns5y,navAnnualReturns10y,navBeta3mJSW001,navBeta6mJSW001,navBeta9mJSW001,navBeta1yJSW001,navBeta2yJSW001,navBeta3yJSW001,navBeta5yJSW001,navBeta10yJSW001,navBeta15yJSW001,navBetaYtdJSW001,navBetaAllJSW001,navBeta2007JSW001,navBeta2015JSW001,trackingError,navBeta2008JSW001,navBeta2016JSW001,tradeAmount,tradeAmount3,tradeAmount5,tradeAmount10,tradeAmount30,pctOfFloat,pctOfStock,stkShares,isEnd,managerRatio,custodianRatio,salesRatio,totalFee,indexUsageRatio,pctOfNav
165312,建信50指数,80065990,建信基金,80001121,交通银行,'399550,央视50,2021-01-01,{'30161722': '叶乐天'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,4.42,1.1998,人民币,1.19,-2.12,1.78,-4.21,-2.56,-11.36,--,--,--,--,--,--,0.79,1.08,1.02,--,--,--,--,--,--,--,1.03,--,--,0.16,--,--,0.00,--,--,--,--,--,--,--,False,1.00,0.22,--,1.27,0.05,--
516820,平安医疗创新ETF,80168726,平安基金,80001121,交通银行,'931484,CS医药创新,2021-06-09,{'30138974': '钱晶'},2021-06-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,8.53,0.8007,人民币,1.66,-4.15,-2.99,-16.49,--,--,--,--,--,--,--,--,1.09,--,--,--,--,--,--,--,--,--,1.13,--,--,0.06,--,--,21009122.00,23384990.67,24112092.00,24946848.00,32424431.47,--,--,--,False,0.50,0.10,--,0.60,--,--
513060,博时恒生医疗,80000226,博时基金,80001120,农业银行,'HSI121,恒生医疗保健指数,2021-03-18,{'30335068': '万琼'},2021-03-18,Stock,股票,Index,传统指数型,ETF,ETF,Developed,发达市场配置,SHSE,上交所上市,3.92,0.8769,人民币,0.78,-1.05,-7.0,-25.27,-16.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.17,--,--,91641029.00,89608304.67,77022481.60,87330243.60,84367775.73,--,--,--,False,0.50,0.15,--,0.65,--,--
001344,易基医药联接A,80000229,易方达基金,80001068,建设银行,'000913,300医药,2017-11-22,{'30066753': '余海燕'},2017-11-22,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,3.99,1.5899,人民币,1.44,-3.42,-3.44,-17.09,-6.14,-13.27,-11.95,-7.5,17.69,20.51,--,--,1.01,1.19,1.53,1.26,1.37,1.06,--,--,--,1.5,1.01,--,--,0.16,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
512010,易基医药ETF,80000229,易方达基金,80001068,建设银行,'000913,300医药,2013-09-23,{'30066753': '余海燕'},2013-09-23,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,45.4,0.6672,人民币,1.53,-3.64,-3.68,-18.05,-6.36,-13.88,-12.52,-7.77,19.49,21.81,14.69,--,1.08,1.26,1.62,1.34,1.46,1.12,1.0,--,--,1.59,0.77,--,0.87,0.03,--,0.96,235713833.00,257515203.00,289303791.20,277897837.40,268817303.53,--,--,--,False,0.50,0.10,--,0.60,--,--
012326,天弘医服指数A,80041198,天弘基金,80000073,华泰证券,'H30178,医疗保健,2021-06-29,{'30138815': '沙川'},2021-06-29,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.55,0.873,人民币,0.78,-4.61,-3.39,-13.18,--,--,--,--,--,--,--,--,0.68,--,--,--,--,--,--,--,--,--,0.61,--,--,0.78,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159873,天弘医疗设备ETF,80041198,天弘基金,80000073,华泰证券,'H30178,医疗保健,2021-03-16,{'30138815': '沙川'},2021-03-16,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.67,0.9544,人民币,0.84,-5.19,-4.08,-20.69,-8.81,--,--,--,--,--,--,--,1.0,1.03,--,--,--,--,--,--,--,--,1.25,--,--,0.14,--,--,9536208.00,10726958.13,11388918.72,11311345.14,12697956.70,--,--,--,False,0.50,0.10,--,0.60,--,--
516610,大成医服ETF,80000225,大成基金,80001256,上海银行,'H30178,医疗保健,2021-04-29,"{'30242568': '夏高', '30665839': '刘淼'}",2021-04-29,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.71,0.8481,人民币,0.85,-4.89,-3.73,-19.78,--,--,--,--,--,--,--,--,0.98,--,--,--,--,--,--,--,--,--,1.12,--,--,0.17,--,--,14281072.00,15805146.33,15240912.80,11969649.70,8933201.07,--,--,--,False,0.50,0.10,--,0.60,--,--
159891,建信医疗,80065990,建信基金,80066058,中信建投,'H30178,医疗保健,2021-05-27,{'30583316': '龚佳佳'},2021-05-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.23,0.7758,人民币,0.86,-5.44,-4.2,-20.29,--,--,--,--,--,--,--,--,1.02,--,--,--,--,--,--,--,--,--,1.18,--,--,0.17,--,--,2617403.00,4313221.12,3571604.60,2857968.10,3747211.81,--,--,--,False,0.50,0.10,--,0.60,--,--
516790,华泰医疗保健ETF,80055334,华泰柏瑞,80001122,中国银行,'H30178,医疗保健,2021-08-12,{'30050008': '柳军'},2021-08-12,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.76,0.9554,人民币,0.85,-4.84,-3.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.61,--,--,1.31,--,--,20206250.00,21578236.67,20214828.20,20067295.10,17956685.53,--,--,--,False,0.50,0.10,--,0.60,--,--
161213,国投消费指数,80000233,国投瑞银,80001067,工商银行,'000963,中证下游,2010-12-16,{'30243391': '赵建'},2010-12-16,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,0.39,2.343,人民币,1.2,-1.95,2.07,-9.07,-7.17,-13.65,-11.87,-3.5,17.48,23.75,11.65,10.48,0.9,1.16,1.42,1.3,1.18,0.98,0.96,0.93,--,1.4,0.92,--,0.99,0.14,--,0.95,29674.00,21714.90,23805.66,30150.30,27603.65,--,--,--,False,0.60,0.13,--,0.75,0.02,--
501005,中证精准医疗A,80053708,汇添富,80001067,工商银行,'930719,CS精准医,2016-01-21,{'30057296': '吴振翔'},2016-01-21,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SHSE,上交所上市,14.11,1.5425,人民币,2.46,-2.9,-5.17,-15.85,-8.7,-15.52,-13.8,-16.3,22.06,30.99,7.11,--,0.97,1.35,1.66,1.33,1.49,1.23,1.22,--,--,1.65,1.15,--,--,0.18,--,1.15,178527.00,315428.00,253845.00,279783.00,336702.40,--,--,--,False,0.75,0.10,--,0.87,0.02,--
001027,前海农业指数,80280038,前海开源,80001097,北京银行,'399814,大农业,2015-02-13,{'30478086': '黄玥'},2015-02-13,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,7.89,1.378,人民币,2.12,-1.97,1.67,0.07,0.0,-8.46,-4.42,-2.89,21.31,28.33,10.54,--,0.86,0.93,1.15,1.07,1.16,0.95,0.98,--,--,1.13,0.68,--,0.9,0.47,--,0.96,0.00,--,--,--,--,--,--,--,False,1.20,0.25,--,1.47,0.02,--
516550,嘉实农业ETF,80000223,嘉实基金,80001122,中国银行,'399814,大农业,2021-03-30,{'30530911': '李直'},2021-03-30,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.01,0.9245,人民币,2.71,-1.59,3.7,-1.99,-7.66,--,--,--,--,--,--,--,0.83,1.07,--,--,--,--,--,--,--,--,1.07,--,--,0.02,--,--,12203274.00,8986375.00,7797255.40,9107172.80,7772412.73,--,--,--,False,0.50,0.10,--,0.60,--,--
510200,汇安上证证券,80534319,汇安基金,80000067,兴业证券,'950105,上证证券,2020-04-09,"{'30545511': '陈欣', '30539423': '朱晨歌'}",2020-04-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.91,1.2428,人民币,0.62,-2.4,-5.14,5.77,14.6,-1.62,-3.41,-6.74,--,--,--,--,1.06,1.45,0.98,1.18,--,--,--,--,--,0.97,1.6,--,--,0.29,--,--,3191441.00,2816975.00,2932449.80,3128502.80,6544237.63,--,--,--,False,0.50,0.10,--,0.63,0.03,--
000248,添富消费联接A,80053708,汇添富,80001067,工商银行,'399932,中证消费,2015-03-24,"{'30057296': '吴振翔', '30347260': '过蓓蓓'}",2015-03-24,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,51.42,3.0659,人民币,2.58,-2.58,6.77,-6.45,-7.03,-13.29,-12.29,-0.39,23.5,32.74,24.64,--,0.9,1.24,1.55,1.37,1.27,0.83,0.86,--,--,1.51,0.83,--,0.84,0.14,--,0.83,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159928,添富中证消费,80053708,汇添富,80001067,工商银行,'399932,中证消费,2013-08-23,{'30347260': '过蓓蓓'},2013-08-23,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,98.28,1.1555,人民币,2.73,-2.73,7.13,-7.1,-7.92,-14.65,-13.74,-1.4,23.7,33.77,25.43,--,0.96,1.31,1.64,1.44,1.34,0.87,0.91,--,--,1.59,0.81,--,0.88,0.02,--,0.88,269353322.00,274623928.56,279571975.86,282493887.08,237913326.81,--,--,--,False,0.50,0.10,--,0.63,0.03,--
009179,嘉实消费ETF联接A,80000223,嘉实基金,80001122,中国银行,'000932,中证消费,2020-04-22,"{'30721323': '王紫菡', '30401026': '刘珈吟'}",2020-04-22,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,2.77,1.4014,人民币,2.59,-2.5,6.84,-5.59,-6.3,-11.67,-10.62,2.98,--,--,--,--,0.89,1.21,1.54,1.35,--,--,--,--,--,1.49,1.06,--,--,0.16,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
512600,嘉实消费ETF,80000223,嘉实基金,80001122,中国银行,'000932,中证消费,2014-06-13,"{'30721323': '王紫菡', '30401026': '刘珈吟'}",2014-06-13,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,5.91,0.9521,人民币,2.74,-2.68,7.27,-5.96,-6.68,-12.08,-11.03,3.81,26.36,35.05,25.14,--,0.95,1.31,1.63,1.43,1.3,0.86,0.91,--,--,1.58,0.8,--,0.87,0.04,--,0.88,16797835.00,18775942.00,20365309.20,21640965.40,17103894.10,--,--,--,False,0.50,0.10,--,0.63,0.03,--
515710,华宝食品ETF,80000250,华宝基金,80001067,工商银行,'000815,细分食品,2020-12-24,{'30112517': '蒋俊阳'},2020-12-24,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,12.8,0.8635,人民币,1.7,-3.05,5.66,-9.73,-4.65,-12.02,-16.27,--,--,--,--,--,1.08,1.38,1.79,--,--,--,--,--,--,1.69,1.66,--,--,0.06,--,--,69170321.00,74190448.33,80590116.60,81489761.30,99892459.00,--,--,--,False,0.50,0.10,--,0.60,--,--
515170,华夏食品ETF,80000222,华夏基金,80001122,中国银行,'000815,细分食品,2020-12-30,{'30214753': '徐猛'},2020-12-30,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,35.27,0.8349,人民币,1.72,-3.12,5.68,-10.27,-5.83,-13.32,-17.95,--,--,--,--,--,1.08,1.39,1.8,--,--,--,--,--,--,1.72,1.72,--,--,0.03,--,--,162287796.00,215104003.67,216178166.00,206949524.70,203535434.37,--,--,--,False,0.50,0.10,--,0.60,--,--
012548,华宝食品联接A,80000250,华宝基金,80001067,工商银行,'000815,细分食品,2021-07-12,{'30112517': '蒋俊阳'},2021-07-12,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.45,0.9245,人民币,1.6,-2.76,5.53,-8.83,--,--,--,--,--,--,--,--,1.01,--,--,--,--,--,--,--,--,--,1.01,--,--,0.21,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
012763,华泰食品指数A,80415627,华泰资管,80001066,光大银行,'000815,细分食品,2021-07-28,{'30131280': '毛甜'},2021-07-28,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,0.56,1.0411,人民币,1.69,-3.36,5.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.4,--,--,1.32,--,--,0.00,--,--,--,--,--,--,--,False,0.30,0.05,--,0.35,--,--
006778,广发恒生指数(QDII)A,80000248,广发基金,80001120,农业银行,'HSI105,恒生国企精明指数,2019-03-07,{'30275031': '刘杰'},2019-03-07,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Developed,发达市场配置,Unlisted,未上市,0.3,0.8362,人民币,-0.26,-0.5,0.54,-10.9,-17.22,-19.45,-14.39,-9.17,-7.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.22,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.64,0.04,--
012461,东财家电指数A,80547395,东财基金,80000012,招商证券,'980028,龙头家电,2021-07-05,"{'30695508': '杨路炜', '30636127': '姚楠燕'}",2021-07-05,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,1.52,0.9198,人民币,1.17,-1.78,-2.05,-9.16,--,--,--,--,--,--,--,--,0.64,--,--,--,--,--,--,--,--,--,0.63,--,--,0.78,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.05,--,0.55,--,--
001631,天弘食品指数A,80041198,天弘基金,10000018,中信证券,'930653,CS食品饮,2015-07-29,{'30138815': '沙川'},2015-07-29,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,65.39,3.1591,人民币,1.78,-3.16,4.48,-9.43,-5.91,-13.26,-12.96,3.73,32.39,37.58,24.53,--,1.0,1.24,1.62,1.41,1.28,0.85,0.91,--,--,1.57,0.84,--,--,0.13,--,0.89,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.62,0.02,--
159736,天弘食品饮料ETF,80041198,天弘基金,10000018,中信证券,'930653,CS食品饮,2021-09-09,{'30138815': '沙川'},2021-09-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.26,1.0459,人民币,1.82,-3.25,2.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.2,--,--,49850104.00,51722194.91,51314361.25,44401018.04,--,--,--,--,False,0.50,0.10,--,0.60,--,--
161036,富国娱乐指数,80000221,富国基金,80001122,中国银行,'930790,CS娱乐TI,2017-03-13,{'30331681': '牛志冬'},2017-03-13,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,0.73,0.6764,人民币,0.29,-2.67,-0.43,-10.9,-17.12,-18.77,-18.51,-20.39,2.93,9.24,--,--,1.07,1.16,0.75,0.87,1.17,1.22,--,--,--,0.74,1.19,--,--,0.36,--,--,29250.00,20223.23,17347.22,37887.06,36284.10,--,--,--,False,1.20,0.25,--,1.47,0.02,--
008519,中金消费50指数A,80424512,中金基金,80001067,工商银行,'931357,优选消费50(人民币),2020-05-18,"{'30508219': '刘重晋', '30132573': '耿帅军'}",2020-05-18,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,1.64,1.392,人民币,1.27,-0.77,4.21,-8.94,-7.44,-12.5,-10.75,3.74,--,--,--,--,1.01,1.23,1.53,1.39,--,--,--,--,--,1.5,0.92,--,--,0.33,--,--,0.00,--,--,--,--,--,--,--,False,0.80,0.10,--,0.92,0.02,--
159843,招商食品饮料ETF,80036782,招商基金,80507977,申万宏源证券,'399396,国证食品,2021-01-25,{'30550809': '刘重杰'},2021-01-25,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.8,0.8924,人民币,1.75,-3.51,5.51,-8.8,-3.07,--,--,--,--,--,--,--,1.07,1.38,--,--,--,--,--,--,--,--,1.62,--,--,0.09,--,--,18093312.00,24930342.19,25730225.46,24600027.92,23329162.72,--,--,--,False,0.50,0.10,--,0.60,--,--
160222,国泰食品指数,80000224,国泰基金,80001120,农业银行,'399396,国证食品,2021-01-01,{'30419711': '梁杏'},2021-01-01,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,70.9,1.1934,人民币,1.6,-3.45,4.77,-10.0,-7.46,-14.02,--,--,--,--,--,--,0.98,1.26,1.65,--,--,--,--,--,--,--,1.6,--,--,0.25,--,--,718899.00,1541890.46,1629526.82,1421472.32,1177765.92,--,--,--,False,1.00,0.20,--,1.22,0.02,--
001552,天弘证保指数A,80041198,天弘基金,80000123,国泰君安,'H30588,中证证保,2015-06-30,{'30540129': '陈瑶'},2015-06-30,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,38.9,0.9781,人民币,0.97,-2.95,-4.03,1.57,1.58,-14.27,-13.51,-14.38,4.98,17.09,4.99,--,1.1,1.61,1.09,1.23,1.23,1.35,1.26,--,--,1.11,1.18,--,--,0.09,--,1.22,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.62,0.02,--
515630,鹏华中证800证保,80000230,鹏华基金,80001068,建设银行,'399966,800证保,2020-02-28,{'30353307': '张羽翔'},2020-02-28,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.51,1.2113,人民币,0.99,-2.97,-4.13,2.95,4.63,-10.55,-9.47,-9.18,--,--,--,--,1.1,1.64,1.1,1.24,--,--,--,--,--,1.11,1.34,--,--,0.09,--,--,9555237.00,8427863.67,8029538.40,10379295.90,12852481.47,--,--,--,False,0.50,0.10,--,0.63,0.03,--
160625,鹏华证保指数,80000230,鹏华基金,80001068,建设银行,'399966,800证保,2021-01-01,{'30351449': '陈龙'},2021-01-01,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,11.65,0.827,人民币,0.95,-2.96,-4.1,1.87,2.12,-13.15,--,--,--,--,--,--,1.07,1.57,1.06,--,--,--,--,--,--,--,1.07,--,--,0.12,--,--,115561.00,121193.02,118268.89,136673.10,388661.32,--,--,--,False,1.00,0.22,--,1.24,0.02,--
515950,富国医药ETF,80000221,富国基金,10000020,招商银行,'931140,医药50,2020-03-16,{'30079473': '王乐乐'},2020-03-16,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.24,1.5819,人民币,1.65,-3.62,-1.86,-15.69,-3.8,-11.07,-7.92,-2.39,--,--,--,--,1.09,1.25,1.61,1.33,--,--,--,--,--,1.59,0.81,--,--,0.07,--,--,9490472.00,12969685.33,15421800.60,13406698.60,14243635.37,--,--,--,False,0.50,0.10,--,0.63,0.03,--
159838,博时医药50ETF,80000226,博时基金,80000123,国泰君安,'931140,医药50,2021-07-22,{'30164013': '赵云阳'},2021-07-22,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.14,0.9127,人民币,1.64,-3.76,-2.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.39,--,--,1.1,--,--,2967082.00,5739874.97,4756576.49,3825119.76,4355021.52,--,--,--,False,0.50,0.10,--,0.60,--,--
516900,华安食品饮料ETF,80000228,华安基金,80001068,建设银行,'000807,食品饮料,2021-04-16,"{'30564612': '倪斌', '30528692': '马丁'}",2021-04-16,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.33,0.9108,人民币,1.8,-3.19,5.04,-10.37,-10.54,--,--,--,--,--,--,--,1.01,1.21,--,--,--,--,--,--,--,--,1.21,--,--,0.15,--,--,9254967.00,9044562.33,8972262.80,8336227.40,6739212.03,--,--,--,False,0.50,0.10,--,0.60,--,--
515960,嘉实医药健康100ETF,80000223,嘉实基金,80001122,中国银行,'931166,医药健康100,2020-04-24,{'30721323': '王紫菡'},2020-04-24,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.74,1.1978,人民币,1.39,-3.29,-2.61,-16.97,-11.99,-15.64,-14.17,-13.58,--,--,--,--,1.04,1.26,1.42,1.22,--,--,--,--,--,1.4,0.87,--,--,0.02,--,--,1071358.00,1676937.67,2023821.60,2729644.00,3369794.87,--,--,--,False,0.50,0.10,--,0.63,0.03,--
008154,嘉实医药100联接A,80000223,嘉实基金,80001122,中国银行,'931166,医药健康100,2021-04-06,"{'30530911': '李直', '30565630': '金猛'}",2021-04-06,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.52,0.8412,人民币,1.31,-3.09,-2.48,-16.24,-16.96,--,--,--,--,--,--,--,0.98,1.15,--,--,--,--,--,--,--,--,1.07,--,--,0.14,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
013093,添富科龙指数A,80053708,汇添富,80001067,工商银行,'931524,SHS科技龙头(人民币),2021-09-29,{'30565937': '乐无穹'},2021-09-29,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,0.14,0.9975,人民币,0.0,-0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.64,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
013162,广发科技ETF联接A,80000248,广发基金,80001068,建设银行,'931524,SHS科技龙头(人民币),2021-08-25,{'30357080': '罗国庆'},2021-08-25,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.15,1.0151,人民币,1.77,-1.76,-0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.54,--,--,0.35,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159723,添富科技龙头,80053708,汇添富,80001067,工商银行,'931524,SHS科技龙头(人民币),2021-09-27,{'30565937': '乐无穹'},2021-09-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.36,0.994,人民币,1.95,-2.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.84,--,--,22846767.00,49921305.96,--,--,--,--,--,--,False,0.15,0.05,--,0.20,--,--
517350,广发中概科技ETF,80000248,广发基金,80001068,建设银行,'931524,SHS科技龙头(人民币),2021-05-20,{'30357080': '罗国庆'},2021-05-20,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.37,0.8708,人民币,1.71,-1.88,-0.06,-14.39,--,--,--,--,--,--,--,--,1.15,--,--,--,--,--,--,--,--,--,1.04,--,--,0.07,--,--,1458864.00,1203316.33,1074131.60,1085014.80,1642594.33,--,--,--,False,0.50,0.10,--,0.60,--,--
012724,国泰养殖联接A,80000224,国泰基金,80048783,浙商银行,'930707,中证畜牧,2021-07-02,{'30419711': '梁杏'},2021-07-02,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.14,1.0134,人民币,4.58,-2.5,4.87,0.93,--,--,--,--,--,--,--,--,0.41,--,--,--,--,--,--,--,--,--,0.39,--,--,0.34,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
516670,招商畜牧养殖ETF,80036782,招商基金,80066058,中信建投,'930707,中证畜牧,2021-03-18,{'30550809': '刘重杰'},2021-03-18,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.06,0.8773,人民币,5.65,-3.46,5.96,0.33,-12.87,--,--,--,--,--,--,--,0.46,1.04,--,--,--,--,--,--,--,--,0.94,--,--,0.05,--,--,35240027.00,27905856.33,25689523.40,24389295.00,18300639.03,--,--,--,False,0.20,0.10,--,0.30,--,--
516760,平安养殖ETF,80168726,平安基金,10000020,招商银行,'930707,中证畜牧,2021-03-04,"{'30623403': '刘洁倩', '30138974': '钱晶'}",2021-03-04,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.67,0.8759,人民币,5.53,-3.35,5.85,1.57,-10.43,--,--,--,--,--,--,--,0.45,1.02,--,--,--,--,--,--,--,--,0.94,--,--,0.08,--,--,14719565.00,12319618.33,9957035.00,10365234.70,6709835.23,--,--,--,False,0.50,0.10,--,0.60,--,--
159867,鹏华畜牧养殖,80000230,鹏华基金,80000073,华泰证券,'930707,中证畜牧,2021-02-25,{'30351449': '陈龙'},2021-02-25,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,5.05,0.825,人民币,5.56,-3.42,5.65,1.3,-11.73,--,--,--,--,--,--,--,0.46,1.03,--,--,--,--,--,--,--,--,1.02,--,--,0.07,--,--,78559724.00,49825823.66,41149368.69,40598518.24,30790290.79,--,--,--,False,0.50,0.10,--,0.60,--,--
159865,国泰养殖ETF,80000224,国泰基金,80048783,浙商银行,'930707,中证畜牧,2021-03-01,{'30419711': '梁杏'},2021-03-01,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,9.34,0.8401,人民币,5.67,-3.49,5.83,1.35,-10.68,--,--,--,--,--,--,--,0.47,1.07,--,--,--,--,--,--,--,--,0.96,--,--,0.04,--,--,156686995.00,112775730.55,112345572.63,111533420.96,83057911.22,--,--,--,False,0.50,0.10,--,0.60,--,--
160218,国泰地产指数,80000224,国泰基金,80001122,中国银行,'399393,国证地产,2021-01-01,{'30316741': '谢东旭'},2021-01-01,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,6.64,0.9039,人民币,-0.62,-3.37,1.96,0.28,-7.52,-11.08,--,--,--,--,--,--,0.71,1.13,0.63,--,--,--,--,--,--,--,0.65,--,--,0.2,--,--,56236.00,89700.32,109837.22,199590.38,218276.13,--,--,--,False,1.00,0.20,--,1.22,0.02,--
000968,广发养老指数A,80000248,广发基金,80001122,中国银行,'399812,养老产业,2015-02-13,{'30488589': '霍华明'},2015-02-13,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,9.88,1.1169,人民币,1.05,-2.57,-0.76,-12.16,-12.02,-16.31,-13.51,-16.17,7.68,12.09,2.21,--,0.84,1.14,1.13,1.06,1.15,1.09,1.02,--,--,1.13,0.99,--,1.05,0.1,--,1.01,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.62,0.02,--
